batch,peel,minimum_threshold,selected_threshold,target_fdr,estimated_fdr,positive_local_maxima,negative_local_maxima,positive_count_above_floor,negative_count_above_floor,negative_to_positive_floor_ratio,selected_target_count,selected_decoy_count,accepted_events,positive_score_max,negative_score_max,domain,exact_fdr
51,6,8.0,16.23910903930664,0.05,0.0471014492213726,480,464,480,460,0.9583333333333334,276,12,276,25.901512145996094,18.1074275970459,raw_native_fdr,0.04710144927536232
51,7,8.0,17.7804012298584,0.05,0.0370370373129844,480,473,480,466,0.9708333333333332,27,0,27,26.632015228271484,17.672969818115234,raw_native_fdr,0.037037037037037035
51,8,8.0,15.254524230957031,0.05,0.046875,479,471,479,464,0.9686847599164928,256,11,256,26.093318939208984,20.628477096557617,raw_native_fdr,0.046875
51,9,8.0,15.62808609008789,0.05,0.0493827164173126,478,462,478,452,0.9456066945606696,81,3,81,21.919408798217773,17.277259826660156,raw_native_fdr,0.04938271604938271
51,10,8.0,13.996925354003906,0.05,0.050000000745058,473,466,473,455,0.9619450317124736,300,14,300,20.689123153686523,17.277259826660156,raw_native_fdr,0.05
51,11,8.0,inf,0.05,inf,480,467,480,450,0.9375,0,0,0,20.67918586730957,18.65618133544922,raw_native_fdr,
52,0,8.0,30.911104202270508,0.05,0.0495867766439914,474,452,474,452,0.9535864978902954,242,11,242,66.15581512451172,38.290157318115234,raw_native_fdr,0.049586776859504134
52,1,8.0,25.56420135498047,0.05,0.0496894419193267,464,453,464,453,0.976293103448276,322,15,322,47.03937530517578,32.940147399902344,raw_native_fdr,0.049689440993788817
52,2,8.0,21.56692314147949,0.05,0.0487106032669544,458,449,458,448,0.9781659388646288,349,16,349,41.726558685302734,26.95869255065918,raw_native_fdr,0.04871060171919771
52,3,8.0,21.39974021911621,0.05,0.0497925318777561,464,449,464,448,0.9655172413793104,241,11,241,33.88299560546875,26.95869255065918,raw_native_fdr,0.04979253112033195
52,4,8.0,19.16410255432129,0.05,0.0491803288459777,467,444,467,443,0.9486081370449678,305,14,305,32.59788513183594,25.769472122192383,raw_native_fdr,0.04918032786885246
52,5,8.0,19.80959701538086,0.05,0.0461538471281528,451,446,451,445,0.9866962305986696,130,5,130,31.70611000061035,21.399423599243164,raw_native_fdr,0.046153846153846156
52,6,8.0,20.061433792114254,0.05,0.0357142873108387,459,445,459,444,0.9673202614379084,56,1,56,26.38932609558105,21.399423599243164,raw_native_fdr,0.03571428571428571
52,7,8.0,17.358121871948242,0.05,0.0495049506425857,465,447,465,446,0.9591397849462364,303,14,303,25.16995048522949,21.399423599243164,raw_native_fdr,0.04950495049504951
52,8,8.0,20.178491592407227,0.05,0.050000000745058,456,448,456,447,0.9802631578947368,20,0,20,24.442136764526367,19.64593505859375,raw_native_fdr,0.05
52,9,8.0,17.367172241210938,0.05,0.050000000745058,459,448,459,447,0.9738562091503268,140,6,140,22.895845413208008,19.64593505859375,raw_native_fdr,0.05
52,10,8.0,inf,0.05,inf,470,456,470,454,0.9659574468085106,0,0,0,22.15903854370117,19.64593505859375,raw_native_fdr,
53,0,8.0,30.389949798583984,0.05,0.0495867766439914,473,456,473,456,0.9640591966173362,242,11,242,76.45853424072266,49.230247497558594,raw_native_fdr,0.049586776859504134
53,1,8.0,22.656768798828125,0.05,0.0438356176018714,465,454,465,454,0.9763440860215054,365,15,365,46.40501022338867,31.85246467590332,raw_native_fdr,0.043835616438356165
53,2,8.0,19.553245544433597,0.05,0.0459459461271762,463,443,463,442,0.9546436285097192,370,16,370,35.98564147949219,24.802770614624023,raw_native_fdr,0.04594594594594595
53,3,8.0,19.23480796813965,0.05,0.0454545468091964,460,438,460,436,0.9478260869565216,264,11,264,30.6856746673584,24.802770614624023,raw_native_fdr,0.045454545454545456
53,4,8.0,17.287250518798828,0.05,0.0498442351818084,469,447,469,444,0.9466950959488272,321,15,321,29.273038864135746,24.802770614624023,raw_native_fdr,0.04984423676012461
53,5,8.0,18.28986358642578,0.05,0.0491803288459777,460,445,460,441,0.9586956521739132,122,5,122,27.24459648132324,24.802770614624023,raw_native_fdr,0.04918032786885246
53,6,8.0,16.44832992553711,0.05,0.0448979586362838,472,452,472,447,0.9470338983050848,245,10,245,26.888221740722656,20.6234130859375,raw_native_fdr,0.044897959183673466
53,7,8.0,15.756158828735352,0.05,0.0487804859876632,478,456,478,449,0.9393305439330544,205,9,205,22.702890396118164,17.91900634765625,raw_native_fdr,0.04878048780487805
53,8,8.0,15.202709197998049,0.05,0.0457142852246761,488,449,488,439,0.8995901639344263,175,7,175,21.4278507232666,17.91900634765625,raw_native_fdr,0.045714285714285714
53,9,8.0,inf,0.05,inf,503,452,503,440,0.8747514910536779,0,0,0,20.94441795349121,17.91900634765625,raw_native_fdr,
54,0,8.0,29.296056747436523,0.05,0.0479704812169075,477,442,477,442,0.9266247379454928,271,12,271,59.3922119140625,37.03629684448242,raw_native_fdr,0.04797047970479705
54,1,8.0,22.27427864074707,0.05,0.0484330467879772,478,445,478,443,0.9267782426778244,351,16,351,45.751949310302734,31.066219329833984,raw_native_fdr,0.04843304843304843
54,2,8.0,19.97877693176269,0.05,0.0483870953321456,474,454,474,453,0.9556962025316456,310,14,310,39.68983840942383,29.404281616210938,raw_native_fdr,0.04838709677419355
54,3,8.0,17.77208137512207,0.05,0.0479233227670192,465,455,465,450,0.967741935483871,313,14,313,30.657470703125,22.35335922241211,raw_native_fdr,0.04792332268370607
54,4,8.0,17.01966094970703,0.05,0.0483870953321456,455,460,455,451,0.9912087912087912,248,11,248,27.30648422241211,19.76388168334961,raw_native_fdr,0.04838709677419355
54,5,8.0,16.922927856445312,0.05,0.0492957755923271,461,465,461,454,0.9848156182212582,142,6,142,26.04892921447754,19.57281875610352,raw_native_fdr,0.04929577464788732
54,6,8.0,15.59665870666504,0.05,0.0491803288459777,459,460,459,449,0.9782135076252724,244,11,244,24.210289001464844,17.165956497192383,raw_native_fdr,0.04918032786885246
54,7,8.0,14.898892402648926,0.05,0.0491071417927742,460,458,460,447,0.9717391304347828,224,10,224,22.135889053344727,17.165956497192383,raw_native_fdr,0.049107142857142856
54,8,8.0,inf,0.05,inf,464,454,464,440,0.9482758620689656,0,0,0,21.995607376098636,17.19029426574707,raw_native_fdr,
55,0,8.0,29.673444747924805,0.05,0.048309177160263,466,422,466,422,0.9055793991416308,207,9,207,60.06409454345703,34.63310623168945,raw_native_fdr,0.04830917874396135
55,1,8.0,22.171491622924805,0.05,0.0476190485060215,469,451,469,451,0.9616204690831556,336,15,336,40.18113327026367,26.599069595336918,raw_native_fdr,0.047619047619047616
55,2,8.0,19.977876663208008,0.05,0.0479704812169075,452,444,452,444,0.9823008849557522,271,12,271,34.705902099609375,24.956716537475582,raw_native_fdr,0.04797047970479705
55,3,8.0,18.696582794189453,0.05,0.050000000745058,454,447,454,446,0.9823788546255506,240,11,240,34.15015411376953,25.00503921508789,raw_native_fdr,0.05
55,4,8.0,20.038402557373047,0.05,0.0410958901047706,465,449,465,444,0.9548387096774194,73,2,73,27.770137786865234,20.575538635253903,raw_native_fdr,0.0410958904109589
55,5,8.0,16.265884399414062,0.05,0.0477707013487815,469,450,469,444,0.9466950959488272,314,14,314,26.48252868652344,20.575538635253903,raw_native_fdr,0.04777070063694268
55,6,8.0,15.495284080505373,0.05,0.0480000004172325,467,449,466,441,0.946351931330472,250,11,250,25.450454711914062,20.575538635253903,raw_native_fdr,0.048
55,7,8.0,15.090917587280272,0.05,0.0483870953321456,468,455,467,444,0.9507494646680942,186,8,186,23.17891311645508,20.575538635253903,raw_native_fdr,0.04838709677419355
55,8,8.0,13.950077056884766,0.05,0.0492424257099628,475,455,474,438,0.9240506329113924,264,12,264,21.08803367614746,17.27557945251465,raw_native_fdr,0.04924242424242424
55,9,8.0,13.87106990814209,0.05,0.0496453903615474,476,456,475,439,0.9242105263157896,141,6,141,20.23351287841797,14.61682415008545,raw_native_fdr,0.04964539007092199
55,10,8.0,14.655844688415527,0.05,0.0344827584922313,477,461,476,439,0.9222689075630252,29,0,29,19.260234832763672,14.616616249084473,raw_native_fdr,0.034482758620689655
55,11,8.0,inf,0.05,inf,480,461,479,438,0.9144050104384134,0,0,0,18.50309181213379,14.616616249084473,raw_native_fdr,
56,0,8.0,31.856054306030277,0.05,0.0478468909859657,461,445,461,444,0.9631236442516268,209,9,209,65.70751953125,44.38379287719727,raw_native_fdr,0.04784688995215311
56,1,8.0,24.307973861694336,0.05,0.050000000745058,467,460,467,459,0.9828693790149892,320,15,320,48.379520416259766,39.67789459228516,raw_native_fdr,0.05
56,2,8.0,20.15810775756836,0.05,0.0456989258527755,478,460,478,458,0.9581589958158996,372,16,372,40.38479232788086,25.326417922973636,raw_native_fdr,0.0456989247311828
56,3,8.0,19.61178398132324,0.05,0.0489795915782451,471,471,471,469,0.9957537154989384,245,11,245,30.65482521057129,21.86702919006348,raw_native_fdr,0.04897959183673469
56,4,8.0,16.720590591430664,0.05,0.0469613261520862,463,472,463,468,1.0107991360691144,362,16,362,27.95628929138184,20.24197006225586,raw_native_fdr,0.04696132596685083
56,5,8.0,16.224624633789062,0.05,0.0488721802830696,458,462,458,456,0.9956331877729258,266,12,266,25.74356842041016,20.24197006225586,raw_native_fdr,0.04887218045112782
56,6,8.0,15.71359157562256,0.05,0.0484581515192985,469,462,469,456,0.9722814498933902,227,10,227,24.426109313964844,20.24197006225586,raw_native_fdr,0.048458149779735685
56,7,8.0,14.72181510925293,0.05,0.0477941185235977,471,458,471,452,0.9596602972399152,272,12,272,20.720855712890625,16.84074592590332,raw_native_fdr,0.04779411764705882
56,8,8.0,15.109681129455566,0.05,0.0373831763863563,468,458,468,451,0.9636752136752136,107,3,107,20.189998626708984,16.84074592590332,raw_native_fdr,0.037383177570093455
56,9,8.0,inf,0.05,inf,473,466,473,459,0.970401691331924,0,0,0,19.517253875732425,16.84074592590332,raw_native_fdr,
57,0,8.0,27.931947708129883,0.05,0.0487804859876632,477,442,477,442,0.9266247379454928,328,15,328,59.52145767211914,32.67580795288086,raw_native_fdr,0.04878048780487805
57,1,8.0,23.15618896484375,0.05,0.0488505735993385,461,439,461,439,0.9522776572668112,348,16,348,44.05497360229492,31.190671920776367,raw_native_fdr,0.04885057471264368
57,2,8.0,20.875741958618164,0.05,0.0454545468091964,459,439,459,439,0.9564270152505446,330,14,330,35.648223876953125,29.120506286621094,raw_native_fdr,0.045454545454545456
57,3,8.0,23.19953727722168,0.05,0.0360360369086265,458,445,458,444,0.9694323144104804,111,3,111,33.48282241821289,29.120506286621094,raw_native_fdr,0.036036036036036036
57,4,8.0,18.56598281860352,0.05,0.050000000745058,469,441,469,440,0.9381663113006397,320,15,320,31.07320785522461,29.120506286621094,raw_native_fdr,0.05
57,5,8.0,17.871994018554688,0.05,0.0487804859876632,451,440,451,437,0.9689578713968958,246,11,246,28.977901458740234,19.605592727661133,raw_native_fdr,0.04878048780487805
57,6,8.0,17.735605239868164,0.05,0.0463576167821884,457,447,457,444,0.9715536105032824,151,6,151,25.57796859741211,19.14183807373047,raw_native_fdr,0.046357615894039736
57,7,8.0,16.74065399169922,0.05,0.0488888882100582,475,454,475,450,0.9473684210526316,225,10,225,24.924739837646484,19.030797958374023,raw_native_fdr,0.04888888888888889
57,8,8.0,18.07143211364746,0.05,0.050000000745058,470,459,470,455,0.9680851063829788,40,1,40,24.23695373535156,18.86984634399414,raw_native_fdr,0.05
57,9,8.0,inf,0.05,inf,473,461,473,457,0.9661733615221988,0,0,0,23.25767135620117,18.86984634399414,raw_native_fdr,
58,0,8.0,25.58051300048828,0.05,0.0491803288459777,484,433,484,433,0.8946280991735537,366,17,366,61.36742401123047,37.620361328125,raw_native_fdr,0.04918032786885246
58,1,8.0,22.2221622467041,0.05,0.0479041934013366,466,452,466,452,0.9699570815450644,334,15,334,43.157352447509766,30.914215087890625,raw_native_fdr,0.04790419161676647
58,2,8.0,22.3049259185791,0.05,0.040462426841259,452,457,452,455,1.0066371681415929,173,6,173,39.69012069702149,30.914215087890625,raw_native_fdr,0.04046242774566474
58,3,8.0,18.28178596496582,0.05,0.049562681466341,454,459,454,457,1.0066079295154184,343,16,343,36.93643569946289,22.72916603088379,raw_native_fdr,0.04956268221574344
58,4,8.0,18.083227157592773,0.05,0.0480769239366054,444,464,444,460,1.036036036036036,208,9,208,28.73872184753418,22.924943923950195,raw_native_fdr,0.04807692307692308
58,5,8.0,18.084789276123047,0.05,0.0471698120236396,455,462,455,456,1.0021978021978022,106,4,106,28.60284996032715,21.389299392700195,raw_native_fdr,0.04716981132075472
58,6,8.0,17.402328491210938,0.05,0.0460526309907436,462,455,462,448,0.9696969696969696,152,6,152,27.59776306152344,18.964111328125,raw_native_fdr,0.046052631578947366
58,7,8.0,16.06078338623047,0.05,0.0476190485060215,464,460,464,452,0.9741379310344828,231,10,231,27.26118278503418,18.27855491638184,raw_native_fdr,0.047619047619047616
58,8,8.0,15.415733337402344,0.05,0.0485436879098415,459,467,459,456,0.9934640522875816,206,9,206,21.77461814880371,18.068925857543945,raw_native_fdr,0.04854368932038835
58,9,8.0,inf,0.05,inf,469,466,468,451,0.9636752136752136,0,0,0,19.78133773803711,17.395788192749023,raw_native_fdr,
59,0,8.0,29.745716094970703,0.05,0.0478260852396488,476,440,476,440,0.9243697478991596,230,10,230,60.613128662109375,39.1898307800293,raw_native_fdr,0.04782608695652174
59,1,8.0,23.39912796020508,0.05,0.0487012974917888,475,448,475,447,0.9410526315789474,308,14,308,42.46950149536133,38.59360504150391,raw_native_fdr,0.048701298701298704
59,2,8.0,20.92220115661621,0.05,0.0481099672615528,461,462,461,461,1.0,291,13,291,41.346961975097656,38.59360504150391,raw_native_fdr,0.048109965635738834
59,3,8.0,19.100318908691406,0.05,0.0496453903615474,456,451,456,448,0.9824561403508772,282,13,282,33.4024543762207,24.448118209838867,raw_native_fdr,0.04964539007092199
59,4,8.0,18.67499351501465,0.05,0.0476190485060215,456,459,456,455,0.9978070175438596,189,8,189,30.40262222290039,22.126955032348636,raw_native_fdr,0.047619047619047616
59,5,8.0,18.161245346069336,0.05,0.050000000745058,461,461,461,457,0.9913232104121475,160,7,160,29.54027366638184,21.483623504638672,raw_native_fdr,0.05
59,6,8.0,15.473115921020508,0.05,0.0485714301466941,465,454,465,449,0.9655913978494624,350,16,350,25.70381736755371,18.63705062866211,raw_native_fdr,0.04857142857142857
59,7,8.0,17.045194625854492,0.05,0.0493827164173126,459,456,459,449,0.9782135076252724,81,3,81,24.414121627807617,18.63705062866211,raw_native_fdr,0.04938271604938271
59,8,8.0,14.455016136169434,0.05,0.049342107027769,459,452,459,445,0.9694989106753812,304,14,304,22.42636489868164,18.63705062866211,raw_native_fdr,0.049342105263157895
59,9,8.0,inf,0.05,inf,480,453,480,445,0.9270833333333334,0,0,0,21.185115814208984,18.63705062866211,raw_native_fdr,
60,0,8.0,29.194618225097656,0.05,0.0437956191599369,473,448,473,446,0.9429175475687104,274,11,274,60.37958908081055,42.45427703857422,raw_native_fdr,0.043795620437956206
60,1,8.0,20.724151611328125,0.05,0.0490196086466312,470,453,470,451,0.9595744680851064,408,19,408,48.9611701965332,31.620407104492188,raw_native_fdr,0.049019607843137254
60,2,8.0,19.6146297454834,0.05,0.0498442351818084,459,452,459,448,0.9760348583877996,321,15,321,36.15570831298828,22.79872131347656,raw_native_fdr,0.04984423676012461
60,3,8.0,18.3758487701416,0.05,0.0486111119389534,443,443,443,439,0.9909706546275396,288,13,288,33.83574676513672,21.27681541442871,raw_native_fdr,0.04861111111111111
60,4,8.0,17.091045379638672,0.05,0.0451612919569015,460,449,460,445,0.967391304347826,310,13,310,29.29149627685547,21.27681541442871,raw_native_fdr,0.04516129032258064
60,5,8.0,16.834880828857422,0.05,0.0463917516171932,476,455,476,451,0.9474789915966386,194,8,194,24.886472702026367,20.786605834960938,raw_native_fdr,0.04639175257731959
60,6,8.0,15.804831504821776,0.05,0.0456273779273033,476,455,476,450,0.9453781512605042,263,11,263,27.220947265625,17.92413330078125,raw_native_fdr,0.045627376425855515
60,7,8.0,16.745973587036133,0.05,0.0428571440279483,469,457,469,449,0.957356076759062,70,2,70,23.013887405395508,17.92413330078125,raw_native_fdr,0.04285714285714286
60,8,8.0,inf,0.05,inf,473,456,473,448,0.9471458773784356,0,0,0,22.17988395690918,17.92413330078125,raw_native_fdr,
61,0,8.0,28.450714111328125,0.05,0.0474576279520988,458,442,458,442,0.965065502183406,295,13,295,63.34779739379883,33.46979141235352,raw_native_fdr,0.04745762711864407
61,1,8.0,25.031450271606445,0.05,0.0472972989082336,460,439,460,439,0.9543478260869566,296,13,296,47.06267929077149,31.827375411987305,raw_native_fdr,0.0472972972972973
61,2,8.0,20.98783493041992,0.05,0.0485714301466941,471,433,471,433,0.9193205944798302,350,16,350,36.18986892700195,28.59000968933105,raw_native_fdr,0.04857142857142857
61,3,8.0,19.91245460510254,0.05,0.0498084276914596,450,431,450,431,0.9577777777777776,261,12,261,34.24879837036133,26.970705032348636,raw_native_fdr,0.04980842911877394
61,4,8.0,18.228370666503903,0.05,0.0457746461033821,454,431,454,430,0.947136563876652,284,12,284,30.740625381469727,22.602752685546875,raw_native_fdr,0.045774647887323945
61,5,8.0,18.977035522460938,0.05,0.0431034490466117,446,432,446,429,0.9618834080717488,116,4,116,29.29308319091797,21.155521392822266,raw_native_fdr,0.04310344827586207
61,6,8.0,17.320682525634766,0.05,0.0486725680530071,449,440,449,434,0.9665924276169264,226,10,226,26.186479568481445,21.155521392822266,raw_native_fdr,0.048672566371681415
61,7,8.0,16.01652717590332,0.05,0.0487804859876632,461,448,461,441,0.9566160520607376,246,11,246,25.74600601196289,19.97864532470703,raw_native_fdr,0.04878048780487805
61,8,8.0,18.441102981567383,0.05,0.0476190485060215,451,453,451,443,0.9822616407982262,21,0,21,23.64072799682617,18.3924560546875,raw_native_fdr,0.047619047619047616
61,9,8.0,16.789796829223633,0.05,0.046875,455,452,455,442,0.9714285714285714,64,2,64,23.051830291748047,18.3924560546875,raw_native_fdr,0.046875
61,10,8.0,inf,0.05,inf,465,452,465,442,0.9505376344086022,0,0,0,21.950130462646484,18.3924560546875,raw_native_fdr,
62,0,8.0,27.48505401611328,0.05,0.0487012974917888,459,429,459,429,0.934640522875817,308,14,308,70.91951751708984,50.115604400634766,raw_native_fdr,0.048701298701298704
62,1,8.0,21.812891006469727,0.05,0.0490463227033615,456,446,456,446,0.9780701754385964,367,17,367,43.39632034301758,29.530820846557617,raw_native_fdr,0.04904632152588556
62,2,8.0,19.07483673095703,0.05,0.0468319542706012,442,460,442,459,1.0384615384615383,363,16,363,39.860382080078125,24.989870071411133,raw_native_fdr,0.046831955922865015
62,3,8.0,19.155460357666016,0.05,0.0466101691126823,431,444,431,442,1.025522041763341,236,10,236,33.906394958496094,24.9885311126709,raw_native_fdr,0.046610169491525424
62,4,8.0,17.424158096313477,0.05,0.0492957755923271,450,453,450,451,1.002222222222222,284,13,284,32.63022994995117,20.709392547607425,raw_native_fdr,0.04929577464788732
62,5,8.0,16.927854537963867,0.05,0.0493273548781871,463,464,463,462,0.9978401727861772,223,10,223,27.445072174072266,19.504758834838867,raw_native_fdr,0.04932735426008968
62,6,8.0,17.17645263671875,0.05,0.0480769239366054,460,463,460,460,1.0,104,4,104,27.272510528564453,19.50391960144043,raw_native_fdr,0.04807692307692308
62,7,8.0,inf,0.05,inf,473,459,473,456,0.9640591966173362,0,0,0,24.841527938842773,19.50391960144043,raw_native_fdr,
63,0,8.0,24.81806182861328,0.05,0.0467532463371753,483,431,483,431,0.8923395445134575,385,17,385,60.4525032043457,34.98542404174805,raw_native_fdr,0.046753246753246755
63,1,8.0,22.00812339782715,0.05,0.0493827164173126,456,443,456,443,0.9714912280701754,324,15,324,42.492923736572266,30.45903205871582,raw_native_fdr,0.04938271604938271
63,2,8.0,20.390756607055664,0.05,0.0469798669219017,447,440,447,440,0.9843400447427292,298,13,298,34.95012283325195,24.72384262084961,raw_native_fdr,0.04697986577181208
63,3,8.0,20.738393783569336,0.05,0.0466666668653488,448,448,448,448,1.0,150,6,150,31.01111602783203,24.634654998779297,raw_native_fdr,0.04666666666666667
63,4,8.0,18.314516067504883,0.05,0.0494296588003635,449,447,449,446,0.9933184855233852,263,12,263,30.383310317993164,21.253719329833984,raw_native_fdr,0.049429657794676805
63,5,8.0,18.405271530151367,0.05,0.0480000004172325,443,451,443,449,1.0135440180586908,125,5,125,27.335573196411133,20.795108795166016,raw_native_fdr,0.048
63,6,8.0,16.96562957763672,0.05,0.0495495498180389,443,453,443,451,1.018058690744921,222,10,222,24.94558334350586,20.30314064025879,raw_native_fdr,0.04954954954954955
63,7,8.0,16.019283294677734,0.05,0.0476190485060215,461,448,461,446,0.9674620390455532,210,9,210,22.03202247619629,20.30314064025879,raw_native_fdr,0.047619047619047616
63,8,8.0,inf,0.05,inf,458,461,458,456,0.9956331877729258,0,0,0,20.241878509521484,19.45364761352539,raw_native_fdr,
64,0,8.0,29.15977096557617,0.05,0.0484429076313972,478,432,478,432,0.9037656903765692,289,13,289,61.205936431884766,37.94747543334961,raw_native_fdr,0.04844290657439446
64,1,8.0,21.38340377807617,0.05,0.0498687662184238,460,443,460,443,0.9630434782608696,381,18,381,54.34098052978516,35.00247573852539,raw_native_fdr,0.049868766404199474
64,2,8.0,20.1704044342041,0.05,0.0466666668653488,437,454,437,453,1.036613272311213,300,13,300,40.353546142578125,25.37571144104004,raw_native_fdr,0.04666666666666667
64,3,8.0,18.32781219482422,0.05,0.049342107027769,451,456,451,454,1.0066518847006651,304,14,304,34.1662712097168,24.3858642578125,raw_native_fdr,0.049342105263157895
64,4,8.0,17.78510856628418,0.05,0.0482456125319004,453,466,453,460,1.0154525386313469,228,10,228,33.72991943359375,23.9908504486084,raw_native_fdr,0.04824561403508772
64,5,8.0,16.608095169067383,0.05,0.0489795915782451,464,454,464,446,0.961206896551724,245,11,245,31.93484115600586,23.9908504486084,raw_native_fdr,0.04897959183673469
64,6,8.0,17.53827476501465,0.05,0.0459770113229751,471,459,471,447,0.9490445859872612,87,3,87,29.51110076904297,21.857330322265625,raw_native_fdr,0.04597701149425287
64,7,8.0,16.226463317871094,0.05,0.0472972989082336,467,459,467,446,0.9550321199143468,148,6,148,28.80877113342285,22.02345085144043,raw_native_fdr,0.0472972972972973
64,8,8.0,inf,0.05,inf,465,455,465,441,0.9483870967741936,0,0,0,25.468738555908203,22.02345085144043,raw_native_fdr,
65,0,8.0,29.888328552246094,0.05,0.0434782616794109,474,433,474,433,0.9135021097046412,299,12,299,67.15022277832031,35.53846740722656,raw_native_fdr,0.043478260869565216
65,1,8.0,23.40754508972168,0.05,0.0489913560450077,462,443,462,443,0.9588744588744588,347,16,347,43.39981842041016,32.02854919433594,raw_native_fdr,0.04899135446685879
65,2,8.0,21.196176528930664,0.05,0.0490797534584999,470,460,470,460,0.9787234042553192,326,15,326,36.63796615600586,28.5654411315918,raw_native_fdr,0.049079754601226995
65,3,8.0,19.948881149291992,0.05,0.0491228066384792,458,456,458,455,0.9934497816593888,285,13,285,33.08721923828125,24.00665664672852,raw_native_fdr,0.04912280701754386
65,4,8.0,20.27949523925781,0.05,0.0489510484039783,469,448,469,446,0.9509594882729212,143,6,143,29.92299461364746,21.780733108520508,raw_native_fdr,0.04895104895104895
65,5,8.0,17.046199798583984,0.05,0.0429292917251586,479,452,479,450,0.9394572025052192,396,16,396,27.658750534057617,21.780733108520508,raw_native_fdr,0.04292929292929293
65,6,8.0,17.619264602661133,0.05,0.0467836260795593,452,450,452,447,0.9889380530973452,171,7,171,25.913471221923828,21.722612380981445,raw_native_fdr,0.04678362573099415
65,7,8.0,16.368249893188477,0.05,0.0497925318777561,463,456,463,452,0.976241900647948,241,11,241,25.11745834350586,20.487133026123047,raw_native_fdr,0.04979253112033195
65,8,8.0,16.963943481445312,0.05,0.0399999991059303,472,462,472,458,0.9703389830508474,75,2,75,25.38335227966309,17.618497848510742,raw_native_fdr,0.04
65,9,8.0,15.21298122406006,0.05,0.0496183224022388,478,459,478,455,0.9518828451882844,262,12,262,22.472524642944336,16.995019912719727,raw_native_fdr,0.04961832061068702
65,10,8.0,14.848471641540527,0.05,0.0489130429923534,471,458,471,452,0.9596602972399152,184,8,184,22.116912841796875,16.50634002685547,raw_native_fdr,0.04891304347826087
65,11,8.0,inf,0.05,inf,474,454,474,447,0.9430379746835444,0,0,0,20.23147773742676,16.139863967895508,raw_native_fdr,
66,0,8.0,28.527559280395508,0.05,0.0472727268934249,471,448,471,448,0.951167728237792,275,12,275,61.60047149658203,35.156864166259766,raw_native_fdr,0.04727272727272727
66,1,8.0,20.95322036743164,0.05,0.0443349741399288,469,452,469,452,0.9637526652452024,406,17,406,49.64534759521485,32.318092346191406,raw_native_fdr,0.04433497536945813
66,2,8.0,20.025989532470703,0.05,0.0488599352538585,443,442,443,442,0.9977426636568848,307,14,307,35.123924255371094,24.466806411743164,raw_native_fdr,0.048859934853420196
66,3,8.0,19.639923095703125,0.05,0.0493273548781871,458,449,458,448,0.9781659388646288,223,10,223,30.42693519592285,22.69355583190918,raw_native_fdr,0.04932735426008968
66,4,8.0,17.638015747070312,0.05,0.0472972989082336,473,455,473,453,0.9577167019027484,296,13,296,29.694711685180664,20.897235870361328,raw_native_fdr,0.0472972972972973
66,5,8.0,16.74950408935547,0.05,0.0497925318777561,468,451,468,449,0.9594017094017094,241,11,241,27.75378799438477,19.70787811279297,raw_native_fdr,0.04979253112033195
66,6,8.0,17.424274444580078,0.05,0.0416666679084301,471,456,471,451,0.9575371549893844,96,3,96,25.50018882751465,19.70787811279297,raw_native_fdr,0.041666666666666664
66,7,8.0,16.948123931884766,0.05,0.0476190485060215,480,456,480,451,0.9395833333333332,84,3,84,24.439945220947266,17.550094604492188,raw_native_fdr,0.047619047619047616
66,8,8.0,inf,0.05,inf,478,457,478,452,0.9456066945606696,0,0,0,25.16656494140625,20.31119728088379,raw_native_fdr,
67,0,8.0,26.580455780029297,0.05,0.0483383685350418,469,434,469,434,0.9253731343283582,331,15,331,60.24722290039063,36.29828643798828,raw_native_fdr,0.04833836858006042
67,1,8.0,20.98279190063477,0.05,0.0490956082940101,458,443,458,442,0.965065502183406,387,18,387,42.51918411254883,36.29828643798828,raw_native_fdr,0.04909560723514212
67,2,8.0,19.851402282714844,0.05,0.0490797534584999,457,455,457,453,0.9912472647702408,326,15,326,39.62873840332031,36.29828643798828,raw_native_fdr,0.049079754601226995
67,3,8.0,19.060096740722656,0.05,0.0490566045045852,459,454,459,451,0.982570806100218,265,12,265,33.16524887084961,24.73472213745117,raw_native_fdr,0.04905660377358491
67,4,8.0,20.71874046325684,0.05,0.0485436879098415,455,446,455,442,0.9714285714285714,103,4,103,31.58475685119629,22.047557830810547,raw_native_fdr,0.04854368932038835
67,5,8.0,17.489219665527344,0.05,0.0491228066384792,470,450,470,446,0.948936170212766,285,13,285,28.84088897705078,22.047557830810547,raw_native_fdr,0.04912280701754386
67,6,8.0,16.347326278686523,0.05,0.0486891381442546,462,449,462,440,0.9523809523809524,267,12,267,25.75290870666504,21.219636917114254,raw_native_fdr,0.04868913857677903
67,7,8.0,15.876629829406738,0.05,0.0476190485060215,462,451,462,440,0.9523809523809524,189,8,189,23.75333976745605,21.219636917114254,raw_native_fdr,0.047619047619047616
67,8,8.0,inf,0.05,inf,465,459,465,444,0.9548387096774194,0,0,0,21.259248733520508,19.29448127746582,raw_native_fdr,
68,0,8.0,26.825544357299805,0.05,0.0492307692766189,478,441,478,441,0.9225941422594144,325,15,325,60.217655181884766,33.3136100769043,raw_native_fdr,0.04923076923076923
68,1,8.0,21.292808532714844,0.05,0.0487804859876632,455,437,455,436,0.9582417582417584,369,17,369,47.9199333190918,31.79222679138184,raw_native_fdr,0.04878048780487805
